Year ,Practice,Country,Grain,SOC_10cm,SOC_20cm,SOC_30cm,SOC_40cm,SOC_50cm,Ini_SOC,End_SOC    ,dSOC       ,Shoot,Root_Litter,Manure,Root_Exudation,Leach,Runoff,CH4_C,N2O_N,CO2,CH4,N2O,GWP
12,Regenerative,India,1248.17,155423.91,129867.38,102791.41,55624.77,39122.32,481977.5,482829.78,852.28,9869.64,4155.85,135,5642.25,3.28,0,-0.97,38.55,3125.026667,-36.21333333,16053.32143,19142.13476
13,Regenerative,India,1255.59,156980.19,129408.3,102314.27,55377.59,38955.32,482829.75,483035.66,205.91,9915.81,4130.44,135,6100.04,3.43,0,-0.97,41.57,755.0033333,-36.21333333,17310.93571,18029.72571
14,Regenerative,India,1263.48,158443.7,128951.95,101843.76,55133.95,38790.58,483035.69,483163.94,128.25,9956,4153.18,135,6565.73,3.59,0,-0.97,42.3,470.25,-36.21333333,17614.92857,18048.96524
15,Regenerative,India,1271.47,159819.44,128491.03,101378.98,54893.01,38627.85,483163.91,483210.31,46.41,9965.95,4131.46,135,7029.43,3.73,0,-0.97,43.23,170.17,-36.21333333,18002.20714,18136.16381
16,Regenerative,India,1347.74,159721.09,127913.02,100922.04,54655.82,38467.21,483210.38,481679.19,-1531.19,9103.27,2820.03,135,7368.46,3.51,0,-0.97,46.71,-5614.363333,-36.21333333,19451.37857,13800.8019
17,Regenerative,India,1355.84,159767.69,127344.75,100470.36,54421.55,38308.24,481679.16,480312.59,-1366.56,7199.8,3014.06,135,7881.08,3.6,0,-0.97,58.13,-5010.72,-36.21333333,24206.99286,19160.05952
18,Regenerative,India,1363.9,161521.64,126929.64,100024.3,54189.94,38151.14,480312.56,480816.66,504.09,8067.21,4197.83,135,8541.38,3.85,0,-0.97,46.2,1848.33,-36.21333333,19239,21051.11667
19,Regenerative,India,1371.92,162742.06,126511.63,99583.68,53960.7,37995.79,480816.66,480793.88,-22.78,8664.78,4219.74,135,9053.25,3.98,0,-0.97,43.12,-83.52666667,-36.21333333,17956.4,17836.66
20,Regenerative,India,1379.9,163861.55,126084.98,99146.81,53734.18,37841.83,480793.88,480669.34,-124.53,9052.43,4196.01,135,9563.11,4.08,0,-0.97,46.31,-456.61,-36.21333333,19284.80714,18791.98381
1,Regenerative,Peru,533.42,54523.21,53875.63,41343.41,22000.85,15358.57,185935.55,187101.66,1166.11,723.19,2754.22,135,642.29,22.98,0,-2.12,2.6,4275.736667,-79.14666667,1082.714286,5279.304286
2,Regenerative,Peru,1095.26,55672.64,54183.15,41067.27,21816.95,15232.88,187101.66,187972.89,871.23,3036.78,2765.91,135,758.18,25.11,0,-1.98,2.58,3194.51,-73.92,1074.385714,4194.975714
3,Regenerative,Peru,1352.93,57048.85,54430.12,40800.26,21645.58,15119.75,187972.88,189044.56,1071.69,4677.9,2656.86,135,1362.09,28.6,0,-1.88,2.21,3929.53,-70.18666667,920.3071429,4779.650476
4,Regenerative,Peru,1454.92,58405.29,54638.79,40538.01,21478.59,15007.88,189044.55,190068.55,1024,5792.92,2646.66,112.5,1740.8,30.23,0,-1.77,2.07,3754.666667,-66.08,862.0071429,4550.59381
5,Regenerative,Peru,1444.58,59789.52,54829.85,40278.96,21315.54,14898.36,190068.52,191112.22,1043.7,6581.68,2664.24,135,2119.58,31.57,0,-1.67,2.3,3826.9,-62.34666667,957.7857143,4722.339048
6,Regenerative,Peru,1439.35,61112.78,55015.35,40019.25,21153.42,14788.19,191112.22,192088.98,976.77,7157.68,2779.71,135,2474.6,34.15,0,-1.57,2.86,3581.49,-58.61333333,1190.985714,4713.862381
7,Regenerative,Peru,1311.04,62535.35,55218.87,39773.49,21002.47,14688.63,192089,193218.81,1129.81,7592.51,2758.01,135,2891.86,33.43,0,-1.47,2.53,4142.636667,-54.88,1053.564286,5141.320952
8,Regenerative,Peru,1370.62,63837.5,55422.59,39526.34,20849.54,14586.27,193218.8,194222.23,1003.44,7875.38,2803.27,135,3287.46,34.61,0,-1.37,2.86,3679.28,-51.14666667,1190.985714,4819.119048
9,Regenerative,Peru,1338.47,65085.17,55636.23,39285.92,20701.69,14487.33,194222.28,195196.34,974.06,8087.76,2855.83,135,3686.52,35.44,0,-1.28,3.07,3571.553333,-47.78666667,1278.435714,4802.202381
10,Regenerative,Peru,1210.09,66279.81,55853.6,39049.53,20557.11,14390.44,195196.36,196130.48,934.13,8249.76,2907.27,135,4089.9,36.14,0,-1.19,3.27,3425.143333,-44.42666667,1361.721429,4742.438095
11,Regenerative,Peru,1122.1,67323.42,55998.56,38803.45,20411.23,14290.53,196130.48,196827.2,696.72,8407.82,2913.24,135,3195.46,30.35,0,-1.1,4.12,2554.64,-41.06666667,1715.685714,4229.259048
12,Regenerative,Peru,802.81,68559.54,56225.15,38578.45,20276.45,14202.15,196827.22,197841.73,1014.52,8578.36,3014.22,135,3441.95,29.41,0,-1.02,3.67,3719.906667,-38.08,1528.292857,5210.119524
13,Regenerative,Peru,984.99,69644.09,56451.49,38350.88,20137.86,14109.34,197841.73,198693.66,851.92,8636.46,3043.71,135,3787.07,30.06,0,-0.93,4.07,3123.706667,-34.72,1694.864286,4783.850952
14,Regenerative,Peru,936.19,70719.03,56680.94,38127.52,20003.38,14019.29,198693.66,199550.16,856.5,8691.9,3069.38,135,4080.77,30.29,0,-0.89,4.32,3140.5,-33.22666667,1798.971429,4906.244762
15,Regenerative,Peru,827.27,71701.97,56911.89,37907.25,19871.19,13930.72,199550.19,200323.02,772.83,8744.46,3110.14,135,4314.8,30.52,0,-0.89,4.51,2833.71,-33.22666667,1878.092857,4678.57619
16,Regenerative,Peru,0,71588.9,56785.12,37661.77,19745.21,13844.83,200323.02,199625.83,-697.19,8008.62,2025.41,135,3967.05,26.85,0,-0.92,4.86,-2556.363333,-34.34666667,2023.842857,-566.8671429
17,Regenerative,Peru,0,71872.79,56857.76,37435.65,19619.18,13760.77,199625.83,199546.16,-79.67,6423.86,3002,135,4177.16,28.86,0,-0.92,6.9,-292.1233333,-34.34666667,2873.357143,2546.887143
18,Regenerative,Peru,0,72943.59,57173.27,37245.51,19502.44,13685.44,199546.16,200550.27,1004.11,7401.9,3429.72,135,4531.98,30.35,0,-0.92,5.09,3681.736667,-34.34666667,2119.621429,5767.011429
19,Regenerative,Peru,0,73746.32,57447.58,37050.95,19382.77,13605.56,200550.25,201233.17,682.92,7916.33,3311.67,112.5,4750.76,29.87,0,-0.92,4.94,2504.04,-34.34666667,2057.157143,4526.850476
20,Regenerative,Peru,0,74582.32,57717.66,36856.26,19264.22,13526.43,201233.16,201946.89,713.73,8282.31,3322.43,135,4993.61,30.15,0,-0.92,5.22,2617.01,-34.34666667,2173.757143,4756.420476
1,Climate,China,98.68,7566.79,6881.12,5810.91,3372.64,2998.87,25340.18,26630.33,1290.15,553.84,929.67,135,213.07,4.6,0,0,0.29,4730.55,0,120.7642857,4851.314286
2,Climate,China,5463.39,9010.75,7043.82,5795.28,3354.29,2985.01,26630.33,28189.14,1558.81,2616.35,689.97,135,336.06,12.63,0,0,0.13,5715.636667,0,54.13571429,5769.772381
3,Climate,China,5005.34,10521.82,7130.18,5773.44,3336.7,2971.23,28189.14,29733.38,1544.24,4402.92,453.08,135,511.46,10.03,0,0,0.16,5662.213333,0,66.62857143,5728.841905
4,Climate,China,5142.44,11604.93,7218.25,5752.2,3320.38,2959.02,29733.38,30854.78,1121.4,4637.66,466.34,112.5,733.54,11.41,0,0,0.15,4111.8,0,62.46428571,4174.264286
5,Climate,China,5254.71,12553.07,7300.46,5730.38,3304.27,2946.63,30854.78,31834.81,980.03,4790.12,473.11,135,968.23,13.71,0,-0.02,0.19,3593.443333,-0.746666667,79.12142857,3671.818095
6,Climate,China,5880.41,13835.17,7452.67,5713.93,3287.48,2934.19,31834.8,33223.44,1388.64,5345.62,709.6,135,1246.06,23.91,0,-0.05,0.21,5091.68,-1.866666667,87.45,5177.263333
7,Climate,China,5527.86,15129.9,7528.25,5692.1,3271.55,2921.78,33223.45,34543.57,1320.13,6348.45,488.03,135,1482.61,17.16,0,-0.09,0.23,4840.476667,-3.36,95.77857143,4932.895238
8,Climate,China,5719.74,15998.03,7606.3,5670.92,3256.3,2910.02,34543.57,35441.56,897.99,6029.56,507.54,135,1764.48,19.54,0,-0.12,0.28,3292.63,-4.48,116.6,3404.75
9,Climate,China,5732.3,16743.23,7684.14,5650.3,3241.42,2898.47,35441.56,36217.56,776,5789.27,520.81,135,2054.23,21.03,0,-0.14,0.32,2845.333333,-5.226666667,133.2571429,2973.36381
10,Climate,China,5844.05,17431.21,7754.45,5629.45,3226.75,2886.97,36217.56,36928.83,711.27,5639.53,513.71,135,2343.12,22.36,0.01,-0.15,0.36,2607.99,-5.6,149.9142857,2752.304286
11,Climate,China,6669.35,18522.17,7913.42,5616.07,3211.33,2875.2,36928.82,38138.19,1209.37,6019.31,800.95,135,2672.81,34.5,0.01,-0.16,0.37,4434.356667,-5.973333333,154.0785714,4582.461905
12,Climate,China,5988.36,19624.86,7972.88,5595.29,3197.05,2863.97,38138.19,39254.06,1115.87,6937.98,506.5,135,2933.92,24.14,0.02,-0.2,0.37,4091.523333,-7.466666667,154.0785714,4238.135238
13,Climate,China,5990.93,20310.22,8030.92,5574.62,3183.28,2853.05,39254.05,39952.09,698.03,6478.4,518.46,135,3234.42,25.44,0.02,-0.21,0.43,2559.443333,-7.84,179.0642857,2730.667619
14,Climate,China,6068.78,20869.39,8083.94,5554.12,3169.8,2842.34,39952.09,40519.59,567.5,6140.37,523.67,135,3533.94,25.78,0.03,-0.22,0.47,2080.833333,-8.213333333,195.7214286,2268.341429
15,Climate,China,6132.3,21376.44,8131.53,5533.62,3156.54,2831.81,40519.59,41029.93,510.35,5898.61,528.83,135,3836.38,26.53,0.03,-0.23,0.5,1871.283333,-8.586666667,208.2142857,2070.910952
16,Climate,China,5786.27,21196.03,8007.28,5494.37,3141.31,2817.6,41029.93,40656.58,-373.36,5265.07,25.52,135,4094.94,34.41,0.04,-0.22,0.66,-1368.986667,-8.213333333,274.8428571,-1102.357143
17,Climate,China,7270.42,21752.21,8159.52,5485.11,3128.76,2809.96,40656.58,41335.57,678.99,4576.24,871.19,135,4488.29,43.68,0.04,-0.21,0.56,2489.63,-7.84,233.2,2714.99
18,Climate,China,5233.77,22497.98,8134.86,5459.59,3116.12,2799.79,41335.56,42008.34,672.78,5876.77,348.37,135,4824.35,24.93,0.04,-0.25,0.55,2466.86,-9.333333333,229.0357143,2686.562381
19,Climate,China,5237.6,22884.15,8111.4,5434.32,3103.95,2790.03,42008.34,42323.85,315.52,5531.3,353.39,112.5,5167.36,25.37,0.05,-0.26,0.4,1156.906667,-9.706666667,166.5714286,1313.771429
20,Climate,China,5281.02,23233.86,8084.42,5409.17,3091.85,2780.42,42323.86,42599.72,275.87,5311.92,354.9,135,5510.18,26.72,0.05,-0.26,0.58,1011.523333,-9.706666667,241.5285714,1243.345238
1,Climate,Peru,289.53,53960.06,53521.7,41388.62,22058.39,15397.69,185935.55,186326.45,390.91,561.35,1266.78,135,327.52,1.39,0,-1.76,1.82,1433.336667,-65.70666667,757.9,2125.53
2,Climate,Peru,6356.94,54946.51,53400.96,41137.54,21923.2,15311.33,186326.44,186719.55,393.11,2641.44,915.98,135,542.99,3.24,0,-1.58,1.64,1441.403333,-58.98666667,682.9428571,2065.359524
3,Climate,Peru,5665.17,56154.39,53191.16,40891.95,21796.34,15229.28,186719.53,187263.13,543.59,4448.56,688.85,135,826.54,2.46,0,-1.58,1.59,1993.163333,-58.98666667,662.1214286,2596.298095
4,Climate,Peru,5650.49,57053.64,52983.65,40656.08,21675.01,15151.05,187263.11,187519.44,256.33,4748.17,690.71,112.5,1151.58,2.74,0,-1.53,1.33,939.8766667,-57.12,553.85,1436.606667
5,Climate,Peru,5679.17,57866.75,52779.16,40428.22,21557.94,15075.5,187519.41,187707.56,188.16,4909.36,703.53,135,1482.95,3.16,0,-1.49,1.65,689.92,-55.62666667,687.1071429,1321.400476
6,Climate,Peru,6519.62,59006.73,52636.18,40204.25,21438,14998.99,187707.58,188284.16,576.58,5430.63,933.27,135,1843.28,5.51,0,-1.34,1.66,2114.126667,-50.02666667,691.2714286,2755.371429
7,Climate,Peru,5705.4,60176.49,52433.52,39990.21,21328.77,14928.51,188284.16,188857.5,573.34,6410.44,731.2,135,2151.62,3.64,0,-1.4,1.41,2102.246667,-52.26666667,587.1642857,2637.144286
8,Climate,Peru,5747.34,60976.52,52238.67,39781.65,21222.38,14859.59,188857.5,189078.83,221.33,6108.89,761.42,135,2492.14,4.05,0,-1.34,1.74,811.5433333,-50.02666667,724.5857143,1486.102381
9,Climate,Peru,5723.94,61668.17,52050.05,39579.47,21119.19,14792.76,189078.8,189209.64,130.84,5905.13,784.69,135,2832.41,4.28,0,-1.31,1.82,479.7466667,-48.90666667,757.9,1188.74
10,Climate,Peru,5720.48,62290.79,51863.16,39381.96,21018.45,14727.58,189209.63,189281.95,72.33,5742.89,801.33,135,3173.81,4.56,0,-1.28,1.89,265.21,-47.78666667,787.05,1004.473333
11,Climate,Peru,6460.62,63220.58,51727.77,39185.88,20913.41,14660.29,189281.95,189707.94,425.98,6036.59,999.47,135,3535.6,7.03,0,-1.1,1.95,1561.926667,-41.06666667,812.0357143,2332.895714
12,Climate,Peru,5730.1,64239.16,51546.14,38997.46,20817.86,14598.54,189707.95,190199.16,491.2,6851.86,839.51,135,3858.04,4.91,0,-1.2,1.73,1801.066667,-44.8,720.4214286,2476.688095
13,Climate,Peru,5690.5,64842.07,51358.1,38811.64,20723.54,14537.22,190199.14,190272.56,73.42,6399.4,828.21,135,4198.24,5.25,0,-1.17,2.08,269.2066667,-43.68,866.1714286,1091.698095
14,Climate,Peru,5758.6,65356.63,51181.83,38630.98,20631.42,14477.37,190272.58,190278.23,5.66,6076.59,861.48,135,4543.97,5.39,0,-1.17,2.2,20.75333333,-43.68,916.1428571,893.2161905
15,Climate,Peru,5764.29,65828.68,51011.11,38453.45,20540.83,14418.5,190278.22,190252.58,-25.64,5872.15,882.7,135,4888.99,5.69,0,-1.12,2.41,-94.01333333,-41.81333333,1003.592857,867.7661905
16,Climate,Peru,5755.85,65652.71,50707.77,38260.89,20447.14,14355.86,190252.59,189424.36,-828.23,5254.39,464.68,135,5162.16,7.44,0,-0.94,2.39,-3036.843333,-35.09333333,995.2642857,-2076.672381
17,Climate,Peru,6334.19,66002.03,50616.96,38092.34,20356.29,14298.67,189424.36,189366.28,-58.08,4537.02,1084.98,135,5575.18,7.62,0,-0.98,3.21,-212.96,-36.58666667,1336.735714,1087.189048
18,Climate,Peru,5781.27,66832.67,50482.48,37929.18,20272.66,14244.12,189366.27,189761.11,394.84,5826.02,948.28,135,5898.09,5.28,0,-1.12,2.73,1447.746667,-41.81333333,1136.85,2542.783333
19,Climate,Peru,5845.15,67321.48,50339.27,37767.22,20189.79,14189.75,189761.11,189807.52,46.41,5686.22,932.79,112.5,6232.97,5.33,0,-1.1,2.26,170.17,-41.06666667,941.1285714,1070.231905
20,Climate,Peru,5878.75,67761.84,50189.32,37606.67,20107.77,14136.01,189807.52,189801.61,-5.91,5610.05,923.46,135,6569.71,5.58,0,-1.1,2.52,-21.67,-41.06666667,1049.4,986.6633333
1,Climate,Texas,1029.69,173516.84,173708.61,134611.5,71759.9,50073.07,606504,603669.94,-2834.06,379.55,2812.17,135,590.27,2.2,0,-2.94,10.78,-10391.55333,-109.76,4489.1,-6012.213333
2,Climate,Texas,5456.75,172417.58,172550.22,133503.09,71202.58,49712.2,603669.88,599385.69,-4284.19,1626.74,1516.86,135,662.28,2.48,0,-2.81,24.76,-15708.69667,-104.9066667,10310.77143,-5502.831905
3,Climate,Texas,4962.58,172315.91,171650.88,132493.39,70669.16,49364.99,599385.56,596494.31,-2891.25,2453.13,2228.38,135,1071.11,2.87,0,-2.77,22.49,-10601.25,-103.4133333,9365.478571,-1339.184762
4,Climate,Texas,4977.84,171947.33,170768.88,131542.5,70167.28,49034.24,596494.25,593460.25,-3034,2669.69,2271.05,112.5,1380.13,3.05,0,-2.74,19.63,-11124.66667,-102.2933333,8174.492857,-3052.467143
5,Climate,Texas,4995.2,171521.41,169894.09,130636.82,69691.2,48719,593460.25,590462.5,-2997.75,2835.51,2252.31,135,1687.34,3.57,0,-2.68,19.12,-10991.75,-100.0533333,7962.114286,-3129.689048
6,Climate,Texas,5573.25,170819.47,168798.92,129726.66,69226.58,48411.83,590462.56,586983.44,-3479.13,3137.09,1602.66,135,1900.32,4.08,0,-2.62,22.18,-12756.81,-97.81333333,9236.385714,-3618.237619
7,Climate,Texas,5029.32,170894.16,168010.75,128908.76,68792.35,48123.71,586983.5,584729.75,-2253.75,3600.45,2278.09,135,2327.83,4.15,0,-2.6,17.88,-8263.75,-97.06666667,7445.742857,-915.0738095
8,Climate,Texas,5052.28,170604.61,167231.31,128121.92,68376.47,47844.9,584729.63,582179.19,-2550.44,3502.84,2289.89,135,2652.76,4.56,0,-2.58,17.43,-9351.613333,-96.32,7258.35,-2189.583333
9,Climate,Texas,5063.08,170245.94,166471.84,127364.69,67976.08,47576.49,582179.19,579635.06,-2544.13,3445.87,2292.76,135,2977.47,4.82,0,-2.54,16.35,-9328.476667,-94.82666667,6808.607143,-2614.69619
10,Climate,Texas,5083.82,169874.2,165726.56,126635.63,67589.44,47317.23,579635.06,577143.06,-2492,3417.94,2292.92,135,3303.12,5.07,0,-2.52,15.47,-9137.333333,-94.08,6442.15,-2789.263333
11,Climate,Texas,5714.69,169224.38,164768.53,125890.55,67206.41,47060.78,577143,574150.63,-2992.38,3584.8,1660.45,135,3529.43,5.91,0,-2.46,17.77,-10972.06,-91.84,7399.935714,-3663.964286
12,Climate,Texas,5163.32,169351.11,164105.73,125213.66,66845.47,46818.15,574150.63,572334.13,-1816.5,3971.29,2339.01,135,3965.78,5.61,0,-2.46,14.19,-6660.5,-91.84,5909.121429,-843.2185714
13,Climate,Texas,5173.85,169097.88,163447.36,124556.22,66493.23,46580.81,572334.19,570175.5,-2158.69,3813.22,2355.54,135,4298.84,6.04,0,-2.43,13.91,-7915.196667,-90.72,5792.521429,-2213.395238
14,Climate,Texas,5216.14,168760.38,162797,123917.95,66151.25,46350.05,570175.5,567976.63,-2198.88,3694.45,2353.01,135,4631.16,6.31,0,-2.41,13.26,-8062.56,-89.97333333,5521.842857,-2630.690476
15,Climate,Texas,5259.63,168422.33,162166.11,123297.88,65818.06,46124.99,567976.56,565829.38,-2147.19,3621.73,2376.37,135,4966.97,6.61,0,-2.39,12.79,-7873.03,-89.22666667,5326.121429,-2636.135238
16,Climate,Texas,5804.61,167898.08,161594.33,122687.86,65485.24,45899.03,565829.44,563564.56,-2264.88,3268.9,2527.15,135,5310.77,7.62,0,-2.28,12.72,-8304.56,-85.12,5296.971429,-3092.708571
17,Climate,Texas,5862.26,166880.56,160771.08,122071.71,65170.04,45686.84,563564.56,560580.25,-2984.31,2754.8,1727.16,135,5491.15,6.84,0,-2.41,15.17,-10942.47,-89.97333333,6317.221429,-4715.221905
18,Climate,Texas,5371.74,166954.09,160226.94,121509.2,64867.63,45482.5,560580.31,559040.38,-1539.94,3427.48,2410.79,135,5911.22,6.61,0,-2.42,12.07,-5646.446667,-90.34666667,5026.292857,-710.5004762
19,Climate,Texas,5393,166758.69,159679.59,120952.69,64569.17,45280.48,559040.31,557240.63,-1799.69,3544.44,2436.49,112.5,6230.01,6.93,0,-2.36,10.77,-6598.863333,-88.10666667,4484.935714,-2202.034286
20,Climate,Texas,5458.91,166594.03,159124.88,120405.92,64276.53,45082.18,557240.56,555483.56,-1757,3820.81,2421.38,135,6545.06,7.49,0,-2.33,11.35,-6442.333333,-86.98666667,4726.464286,-1802.855714
1,Climate,India,412.47,136155.88,135594.94,109063.24,58895.9,41361.41,481866.53,481071.38,-795.16,514.82,1566.92,135,425.91,0.17,0,-2.17,1.88,-2915.586667,-81.01333333,782.8857143,-2213.714286
2,Climate,India,5545.66,136692.45,135043.5,108577.74,58648.68,41199.59,481071.31,480161.97,-909.34,2414.92,1146.42,135,702.47,0.38,0,-1.93,1.94,-3334.246667,-72.05333333,807.8714286,-2598.428571
3,Climate,India,5354,137716,134504.7,108109.18,58416.74,41049.45,480162.03,479796.06,-365.97,4018.37,1175.43,135,1080.95,0.28,0,-1.95,1.98,-1341.89,-72.8,824.5285714,-590.1614286
4,Climate,India,5426.79,138385.56,133983.42,107659.98,58193.83,40904.47,479796.06,479127.25,-668.81,4198.51,1181.36,112.5,1459.13,0.3,0,-1.85,1.42,-2452.303333,-69.06666667,591.3285714,-1930.041429
5,Climate,India,5422.96,139025.05,133478.88,107227.54,57978.8,40764.24,479127.22,478474.5,-652.72,4318.02,1218.33,135,1844.69,0.34,0,-1.81,2.02,-2393.306667,-67.57333333,841.1857143,-1619.694286
6,Climate,India,5707.12,139877.16,132978.84,106797,57762.58,40622.38,478474.5,478037.97,-436.53,4790,1229.72,135,2217.36,0.62,0,-1.51,2.02,-1600.61,-56.37333333,841.1857143,-815.797619
7,Climate,India,5552.35,140982.84,132500.75,106392.71,57562.18,40491.96,478037.94,477930.44,-107.5,5730.22,1226.17,135,2619,0.39,0,-1.62,1.58,-394.1666667,-60.48,657.9571429,203.3104762
8,Climate,India,5555.67,141708.05,132030.66,105997.23,57365.52,40363.18,477930.44,477464.63,-465.81,5450.68,1233.4,135,3012.67,0.42,0,-1.56,2.07,-1707.97,-58.24,862.0071429,-904.2028571
9,Climate,India,5546.36,142358.2,131570.72,105612.3,57174.04,40237.84,477464.66,476953.09,-511.56,5284.56,1240.54,135,3408.26,0.44,0,-1.48,2.11,-1875.72,-55.25333333,878.6642857,-1052.309048
10,Climate,India,5590.93,142956.53,131119.06,105236.5,56986.88,40115.27,476953.09,476414.25,-538.84,5128.94,1238.65,135,3804.82,0.46,0,-1.42,2.11,-1975.746667,-53.01333333,878.6642857,-1150.095714
11,Climate,India,5909.72,143814.66,130666.48,104856.11,56795.04,39988.99,476414.25,476121.28,-292.97,5396.19,1255.58,135,4193.21,0.8,0,-1.07,2.06,-1074.223333,-39.94666667,857.8428571,-256.3271429
12,Climate,India,5705.48,144863.48,130233.13,104496.8,56616.51,39872.81,476121.25,476082.75,-38.5,6200.85,1255.31,135,4606.11,0.5,0,-1.35,1.63,-141.1666667,-50.4,678.7785714,487.2119048
13,Climate,India,5711.94,145438.05,129802.07,104141.73,56438.88,39756.5,476082.75,475577.22,-505.53,5734.1,1251.96,135,5006.82,0.53,0,-1.35,2.1,-1853.61,-50.4,874.5,-1029.51
14,Climate,India,5742.68,145916.97,129379.3,103793.12,56264.77,39642.59,475577.19,474996.75,-580.44,5417.5,1273.58,135,5413.07,0.56,0,-1.34,2.15,-2128.28,-50.02666667,895.3214286,-1282.985238
15,Climate,India,5778.2,146353.03,128963.06,103449.6,56093.31,39530.13,474996.75,474389.13,-607.63,5201.65,1282.63,135,5818.95,0.58,0,-1.35,2.19,-2227.976667,-50.4,911.9785714,-1366.398095
16,Climate,India,5187.97,146180.97,128514.8,103102.16,55916.77,39410.95,474389.16,473125.66,-1263.5,4626.46,928.53,135,6160.97,0.94,0,-1.12,2.27,-4632.833333,-41.81333333,945.2928571,-3729.35381
17,Climate,India,6179.63,146568,128114.52,102761.98,55745.64,39299.8,473125.66,472489.94,-635.72,4062.78,1364.37,135,6596.99,0.89,0,-1.15,2.29,-2330.973333,-42.93333333,953.6214286,-1420.285238
18,Climate,India,5923.04,147480.63,127727.5,102437.45,55584.52,39194.61,472489.94,472424.69,-65.25,5357.75,1350.98,135,7003.47,0.55,0,-1.42,2.24,-239.25,-53.01333333,932.8,640.5366667
19,Climate,India,5907.74,147983.19,127342.13,102117.1,55424.39,39089.15,472424.69,471955.97,-468.72,5203.98,1341.29,135,7399.26,0.55,0,-1.45,1.66,-1718.64,-54.13333333,691.2714286,-1081.501905
20,Climate,India,6028.39,148406.2,126959.37,101799.95,55265.54,38984.57,471955.94,471415.63,-540.31,5106.87,1341.64,135,7797.54,0.58,0,-1.43,2.24,-1981.136667,-53.38666667,932.8,-1101.723333
1,Tillage,India,930.89,120445.27,121264.31,121319,85501.67,41232.38,481866.53,489762.63,7896.09,10106.81,3189.29,135,637.26,2.43,0,-2.92,40.43,28952.33,-109.0133333,16836.20714,45679.52381
2,Tillage,India,1505.08,120988.37,122096.22,122157.78,85776.7,41000.16,489762.66,492019.22,2256.56,10000.11,2891.06,135,998.58,2.83,0,-3.45,47.72,8274.053333,-128.8,19871.97143,28017.22476
3,Tillage,India,1497.22,121954.47,122985.09,123042.25,86083.79,40781.99,492019.22,494847.59,2828.38,10065.74,4069.18,135,1562.74,3.51,0,-3.44,44.23,10370.72667,-128.4266667,18418.63571,28660.93571
4,Tillage,India,1491.7,122474.34,123568.98,123626.38,86248.35,40576.66,494847.56,496494.69,1647.13,9997.77,4094.61,112.5,1982.12,3.83,0,-3.43,40.87,6039.476667,-128.0533333,17019.43571,22930.85905
5,Tillage,India,1492.21,122818.3,123951.26,124008.88,86317.53,40378.81,496494.72,497474.78,980.06,10010.82,4031.38,135,2395.44,4.05,0,-3.42,39.69,3593.553333,-127.68,16528.05,19993.92333
6,Tillage,India,1496.34,122659.25,123851.66,123910.82,86149.23,40185.25,497474.81,496756.19,-718.63,10087.78,2919.92,135,2674.59,4.02,0,-3.41,47.02,-2634.976667,-127.3066667,19580.47143,16818.1881
7,Tillage,India,1507.84,123048.97,124208.81,124267.48,86211.86,39998.74,496756.19,497735.84,979.66,10064.83,4080.12,135,3250.08,4.42,0,-3.41,37.97,3592.086667,-127.3066667,15811.79286,19276.57286
8,Tillage,India,1512.53,123262.68,124447.29,124506.14,86219.09,39817,497735.81,498252.19,516.38,10059.35,4104.38,135,3681.22,4.62,0,-3.41,40.47,1893.393333,-127.3066667,16852.86429,18618.95095
9,Tillage,India,1518.53,123394.48,124595.93,124654.73,86183.45,39639.08,498252.22,498467.66,215.44,9962.38,4128.37,135,4115.26,4.8,0,-3.4,40.65,789.9466667,-126.9333333,16927.82143,17590.83476
10,Tillage,India,1525.84,123501.45,124718.24,124777.52,86136.92,39464.37,498467.59,498598.5,130.91,10038.7,4109.04,135,4547.63,4.98,0,-3.4,41.03,480.0033333,-126.9333333,17086.06429,17439.13429
11,Tillage,India,1533.58,123102.27,124395.73,124457.44,85870.95,39292.3,498598.53,497118.69,-1479.84,10043.26,2961.58,135,4835.27,4.87,0,-3.4,49.05,-5426.08,-126.9333333,20425.82143,14872.8081
12,Tillage,India,1547.76,123410.68,124625.89,124686.11,85880.09,39123.13,497118.69,497725.91,607.22,10102.22,4155.79,135,5427.75,5.27,0,-3.4,40.88,2226.473333,-126.9333333,17023.6,19123.14
13,Tillage,India,1553.86,123485.03,124712.05,124771.6,85820.53,38956.56,497725.91,497745.78,19.88,9947.11,4130.31,135,5865.64,5.4,0,-3.4,41.59,72.89333333,-126.9333333,17319.26429,17265.22429
14,Tillage,India,1561.41,123542.61,124782.91,124842.85,85754.84,38792.25,497745.88,497715.47,-30.41,9986.22,4153.11,135,6311.85,5.56,0,-3.39,41.72,-111.5033333,-126.56,17373.4,17135.33667
15,Tillage,India,1569.35,123578.6,124829.52,124889.85,85678.08,38629.94,497715.53,497606,-109.53,10050.63,4131.4,135,6756.09,5.7,0,-3.39,41.94,-401.61,-126.56,17465.01429,16936.84429
16,Tillage,India,1610.16,120851.91,121752.38,121771.71,84019.45,38469.63,497606.03,486865.09,-10740.94,0,2820.03,135,7085,4.48,0,-3.4,41.98,-39383.44667,-126.9333333,17481.67143,-22028.70857
17,Tillage,India,1660.18,121261.84,122592.49,122658.82,84367.19,38311.09,486865.13,489191.44,2326.31,10024.13,3014.06,135,7577.35,5.09,0,-3.43,52.11,8529.803333,-128.0533333,21700.09286,30101.84286
